letter,tags,headword,eng,rus,forms,variants
,"n
сущ.","духа́р
duˈχːar",bead,бусина,дихре,
,"adj
прил.","духу́
duˈχːu",smart,умный,,
,"v cls
гл. кл.","духу́ бира́ра
duˌχu biˈrara",to edify,поучать,"~ барара
~ барив",
,"n
сущ.","духувкка́
duχuvˈkːa",oven,духовка,"духувккан
духувккне",
,"n
сущ.","духуде́ҳ
duχuˈdex",wisdom,мудрость,,
,"n
сущ.","дуцру́г
dutsˈrug",syrup,сироп,,
,"n
сущ.","ду́цца
ˈdutsːa",forest,лес,"дуццан
дуццурбе",
,"n
сущ.","ду́цца ҡья́ца
ˌdutsːa ˈqʼætsa",east caucasian tur,горный тур,,
,"v cls
гл. кл.","дуць бирга́ра
ˌdutsʼ birˈgara",to run,бежать,"~ бигара
~ бижив",
,"v
гл.","дуць урға́ра
ˌdutsʼ urˈʁara",to race,гнать,"~ ағара
~ ағив",
,"n
сущ.","дуцьра́
dutsʼˈra",scurry,беготня,,
,"n
сущ.","дуцьру́н
duˈtsʼrun",miliaria,потница,,
,"n
сущ.","ду́чче
ˈdutʃːe",nighttime,ночное время,,
,"n
сущ.","ду́ше
ˈduʃe",hemp cloth,коноплянная ткань,душел-,
,"n
сущ.","душма́н
duʃˈman",enemy,враг,душманте,
,"n
сущ.","душманде́ҳ
duʃmanˈdex",enmity,враждебность,,
,"n
сущ.","ду́ьа
ˈduha",decaying corpse,разлагающийся труп,дуьан,
,"n
сущ.","дябика́р
dæbiˈkar",brawler,драчун,,
,"n
сущ.","дяв
ˈdæv","war
conflict","война
конфликт",дявте,
,"n
сущ.","дя́ғе
ˈdæʁe",fence,деревянный забор,дяғиппе,
,"n
сущ.","дяйца́н
dæjˈtsan",washbasin,умывальник,дяйцанте,
,"n
сущ.","дяҡи́в нег
dæˌqiv ˈneg",buttermilk,пахта,,
,"n
сущ.","дяҡи́ла ҡьар
dæˌqila ˈqʼar",plantain,подорожник,,
,"n
сущ.","дяҡну́ш
dæqˈnuʃ",physician,лекарь,дяҡнуше,
,"n
сущ.","дя́ҡя
ˈdæqæ",wound,рана,"дяҡи-
дяҡиппе",
,"adj
прил.","дялчьу́т
dælˈtʃʼut",skew,косой,,
,"v cls
гл. кл.","дя́рбя-дяғи́н бира́ра
ˌdærbæ-dæˌʁin biˈrara",to obliterate,полностью разрушить,"~ барара
~ барив",
,"n
сущ.","дярҡ
ˈdærq",storey,этаж,дярҡре,
,"n
сущ.","дярхя́
dærˈχæ",night,ночь,,
,"v cls
гл. кл.","дярхя́ буга́ра
dærˌχæ buˈgara",to sleep over,ночевать,~ бужив,
,"n
сущ.","дярья́
dærˈhæ",child,ребенок,дяьне,
,"n
сущ.","дярьяде́ҳ
dærhæˈdex",childhood,детство,,
,"n
сущ.","дярья́н
dærˈhæn",pood,пуд,,
,"n
сущ.","дяъ
ˈdæʔ",face,лицо,"дяъя-
дяъре",
,"n
сущ.","дяъри́ҳ
dæʔˈrix",hair parting,пробор,дяъриҳе,
,"n
сущ.","дяъя́
dæˈʔæ",deadly cold,смертельный холод,дяъял-,
,"v
гл.","дяъя́ бирка́ра
dæˌʔæ birˈkara",to stray,плутать,"~ бикара
~ бичив",
,"v cls
гл. кл.","дяъя́ бурха́ра
dæˌʔæ burˈχara",to rampage,буйствовать,"~ берхора
~ берхур",
,"v
гл.","дяъя́ урға́ра
dæˌʔæ urˈʁara",to baffle,сбивать с толку,"~ ағара
~ ағив",
,"n
сущ.","дяьну́ш
dæhˈnuʃ",uterus,матка,дяьнуше,
,"n
сущ.","дя́ья
ˈdæhæ",snow,снег,дяьял-,
,"adj
прил.","дя́ья цьяв
ˌdæhæ ˈtsʼæv",snow white,белоснежный,,
,"adj
прил.","дяя́н
dæˈæn",secret,тайный,,
,"v cls
гл. кл.","дяя́н бирга́ра
dæˌæn birˈgara",to hide,прятаться,"~ бигара
~ бижив",
,"v cls
гл. кл.","дяя́н бирҳа́ра
dæˌæn birˈxara",to hide,прятать,"~ биҳара
~ бишив",
,"n
сущ.","дяянде́ҳ
dæænˈdex",mystery,тайна,дяяндеҳе,
,"n
сущ.","дяяхра́н
dææχˈran",rushing man,спешаший человек,дяяхранте,
е,,,,,,
,"intj
межд.","е
ˈe",yes,да,,
,"n
сущ.","ев
ˈev",spring,весна,,
,"n
сущ.","евле́ь
evˈleh",kinfolk,родня,,
,"n
сущ.","еғ
ˈeʁ",moment,момент,,
,"adj
прил.","еҡь
ˈeqʼ",idle,"незанятый, холостой",,
,"n
сущ.","еҡьде́ҳ
eqʼˈdex",inaction,бездействие,,
,"n
сущ.","ел
ˈel",soul,душа,,
,"n
сущ.","елда́г
elˈdag",agony,агония,,
,"intj
межд.","еле́
eˈle",oh wow,ох ничего себе,,
,"intj
межд.","е́ллеле́й
ˌelleˈlej",ah come on,ну что такое,,
,"adv
нар.","елъе́н
elˈʔen",barely,еле-еле,,
,"n
сущ.","емьеже́й
emheˈʒej",hemlock,болиголов,,
,"n
сущ.","епь
ˈepʼ",burp,отрыжка,,
,"ptcl
част.","ера́
eˈra",at least,хотя бы,,
,"n
сущ.","ерғ
ˈerʁ",weather,погода,,
,"n
сущ.","ерғу́ть
erˈʁutʼ",hint,намёк,ерғутьне,
,"n
сущ.","е́ре
ˈere",daytime,дневное время,,
,"n
сущ.","е́рза
ˈerza",dew,роса,ерзан,
,"adj
прил.","ери́н
eˈrin","entire
particular","целый
особенный",,
,"adj
прил.","ерки́н
erˈkin",prosperous,зажиточный,,
,"n
сущ.","еркь
ˈerkʼ",river,река,иркьбе,
,"n
сущ.","е́ркьла жя́лтта
ˌerkʼla ˈʒæltːa",swift,стриж,,
,"n
сущ.","ерҡҡа́ла цу́ла
erˌqːala ˈtsula",molar,коренной зуб,,
,"n adj
сущ. прил.","ерме́н
erˈmen",armenian,армянин,ерменте,
,"n
сущ.","ермини́
ermiˈni",armenia,Армения,,
,"adj n
прил. сущ.","е́ртьа
ˈertʼa",majority,большинство,,
,"n
сущ.","е́рцце
ˈertsːe","mark
nevus","метка
родинка",ерццин-,
,"v cls
гл. кл.","е́рцце кабарта́ра
ˌertsːe kabarˈtara",to mark,помечать,"~ кабатара
~ кабатур",
,"adj
прил.","ерши́
erˈʃi",ugly,некрасивый,,
,"n
сущ.","еръи́
erˈʔi",the 5th 12 days of the cycle,пятые 12 дней цикла,,
,"n
сущ.","есесе́р
eseˈser",ussr,СССР,,
,"n adj
сущ. прил.","есетьи́н
eseˈtʼin",ossetian,осетин,есетьинте,
,"n
сущ.","есетьи́н ҡати́
eseˌtʼin qaˈti",karakul hat,каракулевая папаха,,
,"n
сущ.","ескке́н
esˈkːen",joint,сустав,есккенте,
,"adj
прил.","ескки́
esˈkːi",used,подержанный,,
,"conj
союз","етте́н
eˈtːen",than,чем,,
,"intj
межд.","е́ьана
ˈehana",yeah sure,"ага, щас",,
,"intj
межд.","еье́тте
eˈhetːe",of course,конечно,,
ж,,,,,,
,"n
сущ.","жаба́в
ʒaˈbav",responsibility,ответственность,,
,"adj
прил.","жаба́в акко́р
ʒaˌbav aˈkːor",unreliable,ненадежный,,
,"n
сущ.","жавьа́р
ʒavˈhar",pearl,жемчуг,жавьарте,
,"n
сущ.","жаға́л
ʒaˈʁal",defect,изъян,,
,"n
сущ.","жаға́рт
ʒaˈʁart",thrush,дрозд,жағарте,
,"adj n
прил. сущ.","жа́ил
ˈʒail",young,молодой,жаилте,
,"n
сущ.","жа́илдеҳ
ˈʒaildex",youth,молодость,,
,"n
сущ.","жакк
ˈʒakː",tip,кончик,"жаккан-
жиккре",
,"n
сущ.","жа́ҡьа
ˈʒaqʼa","boar
pig","кабан
свинья",жиҡьне,
,"n
сущ.","жа́ҡьа ҡьяравжи́
ˌʒaqʼa qʼæravˈʒi",bellflower,колокольчик,,
,"n
сущ.","жаҡьайза́р
ʒaqʼajˈzar",mosquito,комар,жаҡьайзре,
,"n
сущ.","жалаьа́ла
ʒalaˈhala",temperature (illness),температура (болезнь),,
,"n
сущ.","жамя́ят
ʒaˈmææt",community,сообщество,,
,"n
сущ.","жан
ˈʒan","vitality
entity
dear","живость
сущность
дорогой",,
,"adj
прил.","жан акко́р
ˌʒan aˈkːor",lifeless,безжизненный,,
,"n
сущ.","жана́за
ʒaˈnaza",corpse,труп,,
,"v cls
гл. кл.","жаь бирка́ра
ˌʒah birˈkara",to hurry,спешить,"~ бикара
~ бичив",
,"n
сущ.","жаьа́ннав
ʒaˈhannav",hell,ад,,
,"n
сущ.","жве
ˈʒʷe",smoke,дым,жвена-,
,"n
сущ.","жейра́н
ʒejˈran",chamois,серна,жейранте,
,"adj
прил.","женге́р
ʒenˈger",turquoise,бирюзовый,,
,"n
сущ.","жениго́р
ʒeniˈgor",beast,животное,женигорте,
,"n
сущ.","же́рго
ˈʒergo",wasp,оса,жиргме,
,"n
сущ.","же́ре
ˈʒere","brook
garden bed","ручей
грядка","жерин-
жирбе",
,"n
сущ.","жиге́т
ʒiˈget",sweater,кофта,жигете,
,"n
сущ.","жигри́г
ʒigˈrig",pole,шест,жигриге,
,"adj
прил.","жиж
ˈʒiʒ",jealous,ревнивый,,
,"n
сущ.","жилғи́н
ʒilˈʁin",seaberry,облепиха,,
,"n
сущ.","жили́
ʒiˈli",saddle,седло,жилин-,
,"n
сущ.","жин
ˈʒin",jinn,джин,жинбе,
,"n pl
сущ. мн.","жиндре́
ʒindˈre",tantrum,истерика,,
,"n
сущ.","жиндря́ҡҡ
ʒindˈræqː",maniac,помешанный,жиндряҡҡе,
,"n
сущ.","жиниғини́
ʒiniʁiˈni",nausea,тошнота,,
,"n
сущ.","жинс
ˈʒins",clan,род,,
,"n
сущ.","жирга́м
ʒirˈgam",fern,папоротник,,
,"n
сущ.","жири́
ʒiˈri",miller's fee,гарнцевый сбор,,
,"n
сущ.","жи́тьа
ˈʒitʼa",carrot,морковь,,
,"n
сущ.","жуа́в
ʒuˈav",answer,ответ,жуавте,
,"v cls
гл. кл.","жуғ кабикьо́ра
ˌʒuʁ kabiˈkʼora",to leak,течь,,
,"adj
прил.","жуға́н
ʒuˈʁan",infertile,бесплодный,,
,"n
сущ.","жу́же
ˈʒuʒe",flower,цветок,жужме,
,"adj
прил.","жужу́
ʒuˈʒu",orange,оранжевый,,
,"n
сущ.","жужя́ъ
ʒuˈʒæʔ",naughty girl,проказница,,
,"n
сущ.","жуҡья́й
ʒuˈqʼæj",kneecap,коленная чашечка,жуҡьяйте,
,"n
сущ.","жуле́кк
ʒuˈlekː",rogue,"плут, жулик",жулекке,
,"n
сущ.","жу́льа
ˈʒulha",loom,ткацкий станок,"жульан-
жульме",
,"adv
нар.","жумя́ъбар
ʒuˈmæʔbar",friday,пятница,,
,"n
сущ.","жу́на
ˈʒuna",gauze,марля,"жунал-
жунбе",
,"n
сущ.","жур
ˈʒur",vane,лопасть,журбе,
,"n
сущ.","жура́
ʒuˈra",sort,разновидность,журал-,
,"n
сущ.","журжу́ҡь
ʒurˈʒuqʼ",barbarea,сурепка,,
,"n pl
сущ. мн.","журме́
ʒurˈme",labor pains,схватка,,
,"adj
прил.","журу́кк
ʒuˈrukː",round,круглый,,
,"n adj
сущ. прил.","жут
ˈʒut","even
pair","четный
пара",жутре,
,"n
сущ.","жутьа́н
ʒuˈtʼan",jamb,косяк,жутьне,
,"n adj
сущ. прил.","жуьу́ть
ʒuˈhutʼ",jew,еврей,жуьутье,
,"n
сущ.","жуьу́ть ҡьар
ʒuˌhutʼ ˈqʼar",parnship,пастернак,,
,"n
сущ.","жяғжяғи́
ʒæʁʒæˈʁi",cicada,цикада,жяғжяғне,
,"n
сущ.","жяғря́ғ
ʒæʁˈræʁ",glare,блик,жяғряғне,
,"v cls
гл. кл.","жяж кабикьо́ра
ˌʒæʒ kabiˈkʼora",to drool,слюнявить,,
,"n
сущ.","жя́лтта
ˈʒæltːa",swallow,ласточка,жялттне,
,"v cls
гл. кл.","жям цабира́ра
ˌʒæm tsabiˈrara",to sum,суммировать,"~ цабарара
~ цабарив",
,"n
сущ.","жянда́р
ʒænˈdar",patrolman,патрульный,жяндарте,
,"v cls
гл. кл.","жяпь цабира́ра
ˌʒæpʼ tsabiˈrara",to suck in,всасывать,"~ цабарара
~ цабарив",
,"n
сущ.","жя́ра
ˈʒæra",willow,ива,,
,"n
сущ.","жярғя́р
ʒærˈʁær",rattle,трещотка,,
,"adj
прил.","жя́ржял
ˈʒærʒæl",frequent,частотный,,
з,,,,,,
,"n
сущ.","за
ˈza",colostrum,молозиво,зал-,
,"n
сущ.","заву́д
zaˈvud",factory,завод,завуде,
,"adj
прил.","зағ
ˈzaʁ",overdried,пересушенный,,
,"adj
прил.","за́ғзағ
ˈzaʁzaʁ",expressive,выразительно,,
,"det
дет.","зад
ˈzad",none,ничего,,
,"n
сущ.","зази́ра
zaˌzira",suffering,страдание,,
,"adj
прил.","зай
ˈzaj",spoiled,"испорченный, сломанный",,
,"adv
нар.","за́йзайле
ˈzajzajle",at any cost,любой ценой,,
,"n
сущ.","заку́н
zaˈkun",law,закон,закунте,
,"n
сущ.","заҡҡу́м
zaˈqːum",toxin,токсин,,
,"adj
прил.","зала́л
zaˈlal",honestly earned,честно заработанный,,
,"adj
прил.","залу́н
zaˈlun",persistent,настойчивый,,
,"n
сущ.","зама́на
zaˈmana",time,время,"заманал-
заманте",
,"adj
прил.","зант
ˈzant",stout,упитанный,,
,"adj
прил.","зара́
zaˈra",healthy,здоровый,,
,"n
сущ.","зараде́ҳ
zaraˈdex",health,здоровье,,
,"n
сущ.","за́рал
ˈzaral",detriment,ущерб,,
,"n
сущ.","зарба́в
zarˈbav",brocade,парча,,
,"n
сущ.","за́ьру
ˈzahru",poison,отрава,,
,"intj
межд.","заьрума́н
zahruˈman",damn you!,чтоб тебя!,,
,"adj
прил.","зейа́
zeˈja",gaunt,измождённый,,
,"n
сущ.","зейту́н
zejˈtun",olive,олива,,
,"n
сущ.","зен
ˈzen",farmland,сельхоз угодья,,
,"n
сущ.","зи
ˈzi",navel,пупок,зил-,
,"n
сущ.","зиғ
ˈziʁ",trickle,струйка,,
,"n
сущ.","зи́кре
ˈzikre",dhikr,зикр,,
,"n
сущ.","зиле́за
ziˈleza",spleen,селезёнка,зилезне,
,"n
сущ.","зи́лтье
ˈziltʼe",rhododendron,рододендрон,,
,"v cls
гл. кл.","зим бикьо́ра
ˌzim biˈkʼora",to whine,ныть,,
,"v cls
гл. кл.","зим ьутта́ра
ˌzim huˈtːara",to concern,беспокоиться,"~ ьаберттара
~ ьаберттив",
,"n
сущ.","зиме́рз
ziˈmerz",viburnum,калина,,
,"n
сущ.","зимза́р
zimˈzar",ant,муравей,зимзре,
,"n
сущ.","зимзра́ла ҡьо́те
zimzˌrala ˈqʼote",anthill,муравейник,,
,"v cls
гл. кл.","зими́з берта́ра
ziˌmiz berˈtara",to go numb,неметь,"~ бетара
~ бетур",
,"n
сущ.","зими́з тьутьи́
ziˌmiz tʼuˈtʼi",fly honeysuckle,жимолость,,
,"v cls
гл. кл.","зинзе́й бира́ра
zinˌzej biˈrara",to shred,кромсать,"~ барара
~ барив",
,"v cls
гл. кл.","зинкь бикьо́ра
ˌzinkʼ biˈkʼora",to bounce,подскакивать,,
,"v cls
гл. кл.","зир цабикьо́ра
ˌzir tsabiˈkʼora",to vibrate,вибрировать,,
,"n
сущ.","зирзе́ла
zirˌzela",mental illness,психический недуг,,
,"n
сущ.","зири́з
ziˈriz",furuncle,фурункул,зиризе,
,"n
сущ.","зу
ˈzu",name,имя,"зул-
зуме",
,"v
гл.","зу иҡа́ра
ˌzu iˈqara",to call,"звать, называть","~ аҡара
~ аҡив",
,"v cls
гл. кл.","зуз бира́ра
ˌzuz biˈrara",to stretch,растягивать,"~ барара
~ барив",
,"v
гл.","зуз килтьа́на
ˌzuz kilˈtʼana",to tug,тягать,"~ китьана
~ китьун",
,"v cls
гл. кл.","зуз утта́ра
ˌzuz uˈtːara",to procrastinate,медлить,"~ берттара
~ берттив",
,"n
сущ.","зузбя́ҡҡ
zuzˈbæqː","stretchy material
sluggish person","тянущийся материал
медлительный человек",зузбяҡҡе,
,"n
сущ.","зу́ла
ˈzula",sieve,сито,"зулан-
зилбе",
,"n
сущ.","зу́лму
ˈzulmu",opression,принеснение,,
,"n
сущ.","зулмука́р
zulmuˈkar",opressor,притеснитель,зулмукарте,
,"n
сущ.","зумру́т
zumˈrut",emerald,изумруд,,
